"DAYSAHEAD","TARGETDATE","FORECASTDEMAND","CARDINALPOINT","CP_TYPE","CP_ST_TIME","CP_END_TIME","F_Point","FORECAST_TIMESTAMP"
2,"2024-07-21",25202,"4B","P",2000,2130,"EM","2024-07-19T14:54:58Z"
2,"2024-07-21",20682,"4C","F",2400,2400,"","2024-07-19T14:54:58Z"
2,"2024-07-22",19947,"1F","F",30,30,"","2024-07-20T15:05:02Z"
2,"2024-07-22",19028,"1A","F",200,200,"","2024-07-20T15:05:02Z"
2,"2024-07-22",17828,"4","F",400,400,"","2024-07-20T15:05:02Z"
2,"2024-07-22",17715,"1B","T",430,730,"Om","2024-07-20T15:05:02Z"
2,"2024-07-22",24081,"2F","F",800,800,"","2024-07-20T15:05:02Z"
2,"2024-07-22",26224,"2A","P",830,1200,"DM","2024-07-20T15:05:02Z"
2,"2024-07-22",24315,"2B","P",1230,1300,"","2024-07-20T15:05:02Z"
2,"2024-07-22",22926,"3B","T",1330,1630,"Dm","2024-07-20T15:05:02Z"
2,"2024-07-22",27736,"3C","P",1700,1930,"","2024-07-20T15:05:02Z"
2,"2024-07-22",27986,"4B","P",2000,2130,"EM","2024-07-20T15:05:02Z"
2,"2024-07-22",21885,"4C","F",2400,2400,"","2024-07-20T15:05:02Z"
2,"2024-07-23",21394,"1F","F",30,30,"","2024-07-21T15:42:23Z"
2,"2024-07-23",20378,"1A","F",200,200,"","2024-07-21T15:42:23Z"
2,"2024-07-23",19357,"4","F",400,400,"","2024-07-21T15:42:23Z"
2,"2024-07-23",19058,"1B","T",430,730,"Om","2024-07-21T15:42:23Z"
2,"2024-07-23",25787,"2F","F",800,800,"","2024-07-21T15:42:23Z"
2,"2024-07-23",27754,"2A","P",830,1200,"DM","2024-07-21T15:42:23Z"
2,"2024-07-23",24606,"2B","P",1230,1300,"","2024-07-21T15:42:23Z"
2,"2024-07-23",23415,"3B","T",1330,1630,"Dm","2024-07-21T15:42:23Z"
2,"2024-07-23",28562,"3C","P",1700,1930,"","2024-07-21T15:42:23Z"
2,"2024-07-23",28589,"4B","P",2000,2130,"EM","2024-07-21T15:42:23Z"
2,"2024-07-23",22921,"4C","F",2400,2400,"","2024-07-21T15:42:23Z"
2,"2024-07-24",21939,"1F","F",30,30,"","2024-07-22T14:59:24Z"
2,"2024-07-24",20596,"1A","F",200,200,"","2024-07-22T14:59:24Z"
2,"2024-07-24",19488,"4","F",400,400,"","2024-07-22T14:59:24Z"
2,"2024-07-24",19351,"1B","T",430,730,"Om","2024-07-22T14:59:24Z"
2,"2024-07-24",24487,"2F","F",800,800,"","2024-07-22T14:59:24Z"
2,"2024-07-24",26196,"2A","P",830,1200,"DM","2024-07-22T14:59:24Z"
2,"2024-07-24",24089,"2B","P",1230,1300,"","2024-07-22T14:59:24Z"
2,"2024-07-24",23264,"3B","T",1330,1630,"Dm","2024-07-22T14:59:24Z"
2,"2024-07-24",27856,"3C","P",1700,1930,"EM","2024-07-22T14:59:24Z"
2,"2024-07-24",27465,"4B","P",2000,2130,"","2024-07-22T14:59:24Z"
2,"2024-07-24",21493,"4C","F",2400,2400,"","2024-07-22T14:59:24Z"
2,"2024-07-25",20731,"1F","F",30,30,"","2024-07-23T14:54:52Z"
2,"2024-07-25",19347,"1A","F",200,200,"","2024-07-23T14:54:52Z"
2,"2024-07-25",18433,"4","F",400,400,"","2024-07-23T14:54:52Z"
2,"2024-07-25",18385,"1B","T",430,730,"Om","2024-07-23T14:54:52Z"
2,"2024-07-25",24957,"2F","F",800,800,"","2024-07-23T14:54:52Z"
2,"2024-07-25",28208,"2A","P",830,1200,"DM","2024-07-23T14:54:52Z"
2,"2024-07-25",27544,"2B","P",1230,1300,"","2024-07-23T14:54:52Z"
2,"2024-07-25",26445,"3B","T",1330,1630,"Dm","2024-07-23T14:54:52Z"
2,"2024-07-25",28645,"3C","P",1700,1930,"EM","2024-07-23T14:54:52Z"
2,"2024-07-25",27833,"4B","P",2000,2130,"","2024-07-23T14:54:52Z"
2,"2024-07-25",21553,"4C","F",2400,2400,"","2024-07-23T14:54:52Z"
2,"2024-07-26",20725,"1F","F",30,30,"","2024-07-24T14:40:19Z"
2,"2024-07-26",19385,"1A","F",200,200,"","2024-07-24T14:40:19Z"
2,"2024-07-26",18454,"4","F",400,400,"","2024-07-24T14:40:19Z"
2,"2024-07-26",18359,"1B","T",430,730,"Om","2024-07-24T14:40:19Z"
2,"2024-07-26",23411,"2F","F",800,800,"","2024-07-24T14:40:19Z"
2,"2024-07-26",24192,"2A","P",830,1200,"DM","2024-07-24T14:40:19Z"
2,"2024-07-26",22096,"2B","P",1230,1300,"","2024-07-24T14:40:19Z"
2,"2024-07-26",21184,"3B","T",1330,1630,"Dm","2024-07-24T14:40:19Z"
2,"2024-07-26",26623,"3C","P",1700,1930,"","2024-07-24T14:40:19Z"
2,"2024-07-26",26651,"4B","P",2000,2130,"EM","2024-07-24T14:40:19Z"
2,"2024-07-26",22410,"4C","F",2400,2400,"","2024-07-24T14:40:19Z"
2,"2024-07-27",21111,"1F","F",30,30,"","2024-07-25T15:21:59Z"
2,"2024-07-27",19973,"1A","F",200,200,"","2024-07-25T15:21:59Z"
2,"2024-07-27",18346,"4","F",400,400,"","2024-07-25T15:21:59Z"
2,"2024-07-27",17693,"1B","T",430,730,"Om","2024-07-25T15:21:59Z"
2,"2024-07-27",19823,"2F","F",800,800,"","2024-07-25T15:21:59Z"
2,"2024-07-27",21452,"2A","P",830,1200,"DM","2024-07-25T15:21:59Z"
2,"2024-07-27",20535,"2B","P",1230,1300,"","2024-07-25T15:21:59Z"
2,"2024-07-27",19459,"3B","T",1330,1630,"Dm","2024-07-25T15:21:59Z"
2,"2024-07-27",24459,"3C","P",1700,1930,"","2024-07-25T15:21:59Z"
2,"2024-07-27",24680,"4B","P",2000,2130,"EM","2024-07-25T15:21:59Z"
2,"2024-07-27",21394,"4C","F",2400,2400,"","2024-07-25T15:21:59Z"
2,"2024-07-28",20376,"1F","F",30,30,"","2024-07-26T16:13:35Z"
2,"2024-07-28",19599,"1A","F",200,200,"","2024-07-26T16:13:35Z"
2,"2024-07-28",18145,"4","F",400,400,"","2024-07-26T16:13:35Z"
2,"2024-07-28",16956,"1B","T",430,730,"Om","2024-07-26T16:13:35Z"
2,"2024-07-28",17738,"2F","F",800,800,"","2024-07-26T16:13:35Z"
2,"2024-07-28",17992,"2A","P",830,1200,"DM","2024-07-26T16:13:35Z"
2,"2024-07-28",17338,"2B","P",1230,1300,"","2024-07-26T16:13:35Z"
2,"2024-07-28",17114,"3B","T",1330,1630,"Dm","2024-07-26T16:13:35Z"
2,"2024-07-28",24896,"3C","P",1700,1930,"","2024-07-26T16:13:35Z"
2,"2024-07-28",25086,"4B","P",2000,2130,"EM","2024-07-26T16:13:35Z"
2,"2024-07-28",20836,"4C","F",2400,2400,"","2024-07-26T16:13:35Z"
2,"2024-07-29",19841,"1F","F",30,30,"","2024-07-27T16:12:54Z"
2,"2024-07-29",19173,"1A","F",200,200,"","2024-07-27T16:12:54Z"
2,"2024-07-29",17751,"4","F",400,400,"","2024-07-27T16:12:54Z"
2,"2024-07-29",17686,"1B","T",430,730,"Om","2024-07-27T16:12:54Z"
2,"2024-07-29",23639,"2F","F",800,800,"","2024-07-27T16:12:54Z"
2,"2024-07-29",24742,"2A","P",830,1200,"DM","2024-07-27T16:12:54Z"
2,"2024-07-29",21459,"2B","P",1230,1300,"","2024-07-27T16:12:54Z"
2,"2024-07-29",20876,"3B","T",1330,1630,"Dm","2024-07-27T16:12:54Z"
2,"2024-07-29",27434,"3C","P",1700,1930,"","2024-07-27T16:12:54Z"
2,"2024-07-29",27510,"4B","P",2000,2100,"EM","2024-07-27T16:12:54Z"
2,"2024-07-29",22514,"4C","F",2400,2400,"","2024-07-27T16:12:54Z"
2,"2024-07-30",21576,"1F","F",30,30,"","2024-07-28T15:03:45Z"
2,"2024-07-30",20539,"1A","F",200,200,"","2024-07-28T15:03:45Z"
2,"2024-07-30",19545,"4","F",400,400,"","2024-07-28T15:03:45Z"
2,"2024-07-30",19431,"1B","T",430,730,"Om","2024-07-28T15:03:45Z"
2,"2024-07-30",24138,"2F","F",800,800,"","2024-07-28T15:03:45Z"
2,"2024-07-30",25195,"2A","P",830,1200,"DM","2024-07-28T15:03:45Z"
2,"2024-07-30",22276,"2B","P",1230,1300,"","2024-07-28T15:03:45Z"
2,"2024-07-30",22089,"3B","T",1330,1630,"Dm","2024-07-28T15:03:45Z"
2,"2024-07-30",28244,"3C","P",1700,1930,"EM","2024-07-28T15:03:45Z"
2,"2024-07-30",27723,"4B","P",2000,2100,"","2024-07-28T15:03:45Z"
2,"2024-07-30",22866,"4C","F",2400,2400,"","2024-07-28T15:03:45Z"
2,"2024-07-31",22325,"1F","F",30,30,"","2024-07-29T16:07:34Z"
2,"2024-07-31",20874,"1A","F",200,200,"","2024-07-29T16:07:34Z"
2,"2024-07-31",19930,"4","F",400,400,"","2024-07-29T16:07:34Z"
2,"2024-07-31",19773,"1B","T",430,730,"Om","2024-07-29T16:07:34Z"
2,"2024-07-31",24843,"2F","F",800,800,"","2024-07-29T16:07:34Z"
2,"2024-07-31",25848,"2A","P",830,1200,"DM","2024-07-29T16:07:34Z"
2,"2024-07-31",23281,"2B","P",1230,1300,"","2024-07-29T16:07:34Z"
2,"2024-07-31",22873,"3B","T",1330,1630,"Dm","2024-07-29T16:07:34Z"
2,"2024-07-31",28074,"3C","P",1700,1930,"","2024-07-29T16:07:34Z"
2,"2024-07-31",28079,"4B","P",2000,2100,"EM","2024-07-29T16:07:34Z"
2,"2024-07-31",22815,"4C","F",2400,2400,"","2024-07-29T16:07:34Z"
2,"2024-08-01",22572,"1F","F",30,30,"","2024-07-30T14:25:21Z"
2,"2024-08-01",20674,"1A","F",200,200,"","2024-07-30T14:25:21Z"
2,"2024-08-01",19999,"4","F",400,400,"Om","2024-07-30T14:25:21Z"
2,"2024-08-01",20001,"1B","T",430,730,"","2024-07-30T14:25:21Z"
2,"2024-08-01",25810,"2F","F",800,800,"","2024-07-30T14:25:21Z"
2,"2024-08-01",26876,"2A","P",830,1200,"DM","2024-07-30T14:25:21Z"
2,"2024-08-01",24226,"2B","P",1230,1300,"","2024-07-30T14:25:21Z"
2,"2024-08-01",23148,"3B","T",1330,1630,"Dm","2024-07-30T14:25:21Z"
2,"2024-08-01",27979,"3C","P",1700,1930,"EM","2024-07-30T14:25:21Z"
2,"2024-08-01",27951,"4B","P",2000,2100,"","2024-07-30T14:25:21Z"
2,"2024-08-01",22728,"4C","F",2400,2400,"","2024-07-30T14:25:21Z"
2,"2024-08-02",21583,"1F","F",30,30,"","2024-07-31T15:15:01Z"
2,"2024-08-02",20071,"1A","F",200,200,"","2024-07-31T15:15:01Z"
2,"2024-08-02",19615,"4","F",400,400,"","2024-07-31T15:15:01Z"
2,"2024-08-02",19512,"1B","T",430,730,"Om","2024-07-31T15:15:01Z"
2,"2024-08-02",24524,"2F","F",800,800,"","2024-07-31T15:15:01Z"
2,"2024-08-02",26064,"2A","P",830,1200,"DM","2024-07-31T15:15:01Z"
2,"2024-08-02",22590,"2B","P",1230,1300,"","2024-07-31T15:15:01Z"
2,"2024-08-02",20507,"3B","T",1330,1630,"Dm","2024-07-31T15:15:01Z"
2,"2024-08-02",24800,"3C","P",1700,1930,"","2024-07-31T15:15:01Z"
2,"2024-08-02",24927,"4B","P",2000,2100,"EM","2024-07-31T15:15:01Z"
2,"2024-08-02",20941,"4C","F",2400,2400,"","2024-07-31T15:15:01Z"
2,"2024-08-03",21133,"1F","F",30,30,"","2024-08-01T15:56:48Z"
2,"2024-08-03",20048,"1A","F",200,200,"","2024-08-01T15:56:48Z"
2,"2024-08-03",18818,"4","F",400,400,"","2024-08-01T15:56:48Z"
2,"2024-08-03",18270,"1B","T",430,730,"Om","2024-08-01T15:56:48Z"
2,"2024-08-03",21258,"2F","F",800,800,"","2024-08-01T15:56:48Z"
2,"2024-08-03",23082,"2A","P",830,1200,"DM","2024-08-01T15:56:48Z"
2,"2024-08-03",21260,"2B","P",1230,1300,"","2024-08-01T15:56:48Z"
2,"2024-08-03",19033,"3B","T",1330,1630,"Dm","2024-08-01T15:56:48Z"
2,"2024-08-03",24169,"3C","P",1700,1930,"","2024-08-01T15:56:48Z"
2,"2024-08-03",24722,"4B","P",2000,2100,"EM","2024-08-01T15:56:48Z"
2,"2024-08-03",20831,"4C","F",2400,2400,"","2024-08-01T15:56:48Z"
2,"2024-08-04",20106,"1F","F",30,30,"","2024-08-02T15:48:12Z"
2,"2024-08-04",19036,"1A","F",200,200,"","2024-08-02T15:48:12Z"
2,"2024-08-04",17523,"4","F",400,400,"","2024-08-02T15:48:12Z"
2,"2024-08-04",16913,"1B","T",430,730,"Om","2024-08-02T15:48:12Z"
2,"2024-08-04",18913,"2F","F",800,800,"","2024-08-02T15:48:12Z"
2,"2024-08-04",21466,"2A","P",830,1200,"DM","2024-08-02T15:48:12Z"
2,"2024-08-04",20181,"2B","P",1230,1300,"","2024-08-02T15:48:12Z"
2,"2024-08-04",18772,"3B","T",1330,1630,"Dm","2024-08-02T15:48:12Z"
2,"2024-08-04",23775,"3C","P",1700,1930,"EM","2024-08-02T15:48:12Z"
2,"2024-08-04",23767,"4B","P",2000,2100,"","2024-08-02T15:48:12Z"
2,"2024-08-04",18788,"4C","F",2400,2400,"","2024-08-02T15:48:12Z"
2,"2024-08-05",18211,"1F","F",30,30,"","2024-08-03T15:52:46Z"
2,"2024-08-05",17209,"1A","F",200,200,"","2024-08-03T15:52:46Z"
2,"2024-08-05",16249,"4","F",400,400,"Om","2024-08-03T15:52:46Z"
2,"2024-08-05",16321,"1B","T",430,730,"","2024-08-03T15:52:46Z"
2,"2024-08-05",21677,"2F","F",800,800,"","2024-08-03T15:52:46Z"
2,"2024-08-05",23546,"2A","P",830,1200,"DM","2024-08-03T15:52:46Z"
2,"2024-08-05",21880,"2B","P",1230,1300,"","2024-08-03T15:52:46Z"
2,"2024-08-05",21535,"3B","T",1330,1630,"Dm","2024-08-03T15:52:46Z"
2,"2024-08-05",26448,"3C","P",1700,1930,"","2024-08-03T15:52:46Z"
2,"2024-08-05",27090,"4B","P",2000,2100,"EM","2024-08-03T15:52:46Z"
2,"2024-08-05",20547,"4C","F",2400,2400,"","2024-08-03T15:52:46Z"
2,"2024-08-06",20201,"1F","F",30,30,"","2024-08-04T15:35:33Z"
2,"2024-08-06",19103,"1A","F",200,200,"","2024-08-04T15:35:33Z"
2,"2024-08-06",18443,"4","F",400,400,"Om","2024-08-04T15:35:33Z"
2,"2024-08-06",18506,"1B","T",430,730,"","2024-08-04T15:35:33Z"
2,"2024-08-06",24430,"2F","F",800,800,"","2024-08-04T15:35:33Z"
2,"2024-08-06",26136,"2A","P",830,1200,"DM","2024-08-04T15:35:33Z"
2,"2024-08-06",25299,"2B","P",1230,1300,"","2024-08-04T15:35:33Z"
2,"2024-08-06",23674,"3B","T",1330,1630,"Dm","2024-08-04T15:35:33Z"
2,"2024-08-06",26908,"3C","P",1700,1930,"","2024-08-04T15:35:33Z"
2,"2024-08-06",27406,"4B","P",2000,2100,"EM","2024-08-04T15:35:33Z"
2,"2024-08-06",21111,"4C","F",2400,2400,"","2024-08-04T15:35:33Z"
2,"2024-08-07",19844,"1F","F",30,30,"","2024-08-05T15:53:09Z"
2,"2024-08-07",18751,"1A","F",200,200,"","2024-08-05T15:53:09Z"
2,"2024-08-07",17475,"4","F",400,400,"","2024-08-05T15:53:09Z"
2,"2024-08-07",17020,"1B","T",430,730,"Om","2024-08-05T15:53:09Z"
2,"2024-08-07",22179,"2F","F",800,800,"","2024-08-05T15:53:09Z"
2,"2024-08-07",22985,"2A","P",830,1200,"DM","2024-08-05T15:53:09Z"
2,"2024-08-07",21916,"2B","P",1230,1300,"","2024-08-05T15:53:09Z"
2,"2024-08-07",21038,"3B","T",1330,1630,"Dm","2024-08-05T15:53:09Z"
2,"2024-08-07",26314,"3C","P",1700,1930,"","2024-08-05T15:53:09Z"
2,"2024-08-07",26430,"4B","P",2000,2100,"EM","2024-08-05T15:53:09Z"
2,"2024-08-07",20359,"4C","F",2400,2400,"","2024-08-05T15:53:09Z"
2,"2024-08-08",20111,"1F","F",30,30,"","2024-08-06T16:10:38Z"
2,"2024-08-08",18738,"1A","F",200,200,"","2024-08-06T16:10:38Z"
2,"2024-08-08",17691,"4","F",400,400,"","2024-08-06T16:10:38Z"
2,"2024-08-08",17637,"1B","T",430,730,"Om","2024-08-06T16:10:38Z"
2,"2024-08-08",22981,"2F","F",800,800,"","2024-08-06T16:10:38Z"
2,"2024-08-08",25626,"2A","P",830,1200,"DM","2024-08-06T16:10:38Z"
2,"2024-08-08",25546,"2B","P",1230,1300,"","2024-08-06T16:10:38Z"
2,"2024-08-08",24940,"3B","T",1330,1630,"Dm","2024-08-06T16:10:38Z"
2,"2024-08-08",27179,"3C","P",1700,1930,"EM","2024-08-06T16:10:38Z"
2,"2024-08-08",26454,"4B","P",2000,2100,"","2024-08-06T16:10:38Z"
2,"2024-08-08",18617,"4C","F",2400,2400,"","2024-08-06T16:10:38Z"
2,"2024-08-09",18820,"1F","F",30,30,"","2024-08-07T14:54:25Z"
2,"2024-08-09",17302,"1A","F",200,200,"","2024-08-07T14:54:25Z"
2,"2024-08-09",16729,"4","F",400,400,"","2024-08-07T14:54:25Z"
2,"2024-08-09",16573,"1B","T",430,730,"Om","2024-08-07T14:54:25Z"
2,"2024-08-09",22199,"2F","F",800,800,"","2024-08-07T14:54:25Z"
2,"2024-08-09",23536,"2A","P",830,1200,"DM","2024-08-07T14:54:25Z"
2,"2024-08-09",20020,"2B","P",1230,1300,"","2024-08-07T14:54:25Z"
2,"2024-08-09",17564,"3B","T",1330,1630,"Dm","2024-08-07T14:54:25Z"
2,"2024-08-09",24342,"3C","P",1700,1930,"","2024-08-07T14:54:25Z"
2,"2024-08-09",24851,"4B","P",2000,2100,"EM","2024-08-07T14:54:25Z"
2,"2024-08-09",19998,"4C","F",2400,2400,"","2024-08-07T14:54:25Z"
2,"2024-08-10",19153,"1F","F",30,30,"","2024-08-08T15:59:48Z"
2,"2024-08-10",17707,"1A","F",200,200,"","2024-08-08T15:59:48Z"
2,"2024-08-10",16488,"4","F",400,400,"","2024-08-08T15:59:48Z"
2,"2024-08-10",15990,"1B","T",430,730,"Om","2024-08-08T15:59:48Z"
2,"2024-08-10",18798,"2F","F",800,800,"","2024-08-08T15:59:48Z"
2,"2024-08-10",20369,"2A","P",830,1200,"DM","2024-08-08T15:59:48Z"
2,"2024-08-10",18996,"2B","P",1230,1300,"","2024-08-08T15:59:48Z"
2,"2024-08-10",16735,"3B","T",1330,1630,"Dm","2024-08-08T15:59:48Z"
2,"2024-08-10",22967,"3C","P",1700,1930,"","2024-08-08T15:59:48Z"
2,"2024-08-10",24120,"4B","P",2000,2100,"EM","2024-08-08T15:59:48Z"
2,"2024-08-10",20581,"4C","F",2400,2400,"","2024-08-08T15:59:48Z"
2,"2024-08-11",19871,"1F","F",30,30,"","2024-08-09T16:10:16Z"
2,"2024-08-11",18744,"1A","F",200,200,"","2024-08-09T16:10:16Z"
2,"2024-08-11",17622,"4","F",400,400,"","2024-08-09T16:10:16Z"
2,"2024-08-11",16865,"1B","T",430,730,"Om","2024-08-09T16:10:16Z"
2,"2024-08-11",18511,"2F","F",800,800,"","2024-08-09T16:10:16Z"
2,"2024-08-11",19147,"2A","P",830,1200,"DM","2024-08-09T16:10:16Z"
2,"2024-08-11",18777,"2B","P",1230,1300,"","2024-08-09T16:10:16Z"
2,"2024-08-11",17948,"3B","T",1330,1630,"Dm","2024-08-09T16:10:16Z"
2,"2024-08-11",24746,"3C","P",1700,1930,"","2024-08-09T16:10:16Z"
2,"2024-08-11",24919,"4B","P",2000,2100,"EM","2024-08-09T16:10:16Z"
2,"2024-08-11",19527,"4C","F",2400,2400,"","2024-08-09T16:10:16Z"
2,"2024-08-12",18808,"1F","F",30,30,"","2024-08-10T15:27:46Z"
2,"2024-08-12",17678,"1A","F",200,200,"","2024-08-10T15:27:46Z"
2,"2024-08-12",16768,"4","F",400,400,"","2024-08-10T15:27:46Z"
2,"2024-08-12",16718,"1B","T",430,730,"Om","2024-08-10T15:27:46Z"
2,"2024-08-12",22672,"2F","F",800,800,"","2024-08-10T15:27:46Z"
2,"2024-08-12",23790,"2A","P",830,1200,"DM","2024-08-10T15:27:46Z"
2,"2024-08-12",22810,"2B","P",1230,1300,"","2024-08-10T15:27:46Z"
2,"2024-08-12",21845,"3B","T",1330,1630,"Dm","2024-08-10T15:27:46Z"
2,"2024-08-12",27439,"3C","P",1700,1900,"EM","2024-08-10T15:27:46Z"
2,"2024-08-12",27325,"4B","P",1930,2100,"","2024-08-10T15:27:46Z"
2,"2024-08-12",21874,"4C","F",2400,2400,"","2024-08-10T15:27:46Z"
2,"2024-08-13",20938,"1F","F",30,30,"","2024-08-11T15:52:52Z"
2,"2024-08-13",19795,"1A","F",200,200,"","2024-08-11T15:52:52Z"
2,"2024-08-13",18409,"4","F",400,400,"","2024-08-11T15:52:52Z"
2,"2024-08-13",18057,"1B","T",430,730,"Om","2024-08-11T15:52:52Z"
2,"2024-08-13",22862,"2F","F",800,800,"","2024-08-11T15:52:52Z"
2,"2024-08-13",24124,"2A","P",830,1200,"DM","2024-08-11T15:52:52Z"
2,"2024-08-13",22486,"2B","P",1230,1300,"","2024-08-11T15:52:52Z"
2,"2024-08-13",21755,"3B","T",1330,1630,"Dm","2024-08-11T15:52:52Z"
2,"2024-08-13",27910,"3C","P",1700,1900,"EM","2024-08-11T15:52:52Z"
2,"2024-08-13",27313,"4B","P",1930,2100,"","2024-08-11T15:52:52Z"
2,"2024-08-13",22293,"4C","F",2400,2400,"","2024-08-11T15:52:52Z"
2,"2024-08-14",21151,"1F","F",30,30,"","2024-08-12T16:13:12Z"
2,"2024-08-14",20370,"1A","F",200,200,"","2024-08-12T16:13:12Z"
2,"2024-08-14",19211,"4","F",400,400,"","2024-08-12T16:13:12Z"
2,"2024-08-14",19062,"1B","T",430,730,"Om","2024-08-12T16:13:12Z"
2,"2024-08-14",25631,"2F","F",800,800,"","2024-08-12T16:13:12Z"
2,"2024-08-14",27970,"2A","P",830,1200,"DM","2024-08-12T16:13:12Z"
2,"2024-08-14",26643,"2B","P",1230,1300,"","2024-08-12T16:13:12Z"
2,"2024-08-14",24378,"3B","T",1330,1630,"Dm","2024-08-12T16:13:12Z"
2,"2024-08-14",27482,"3C","P",1700,1900,"EM","2024-08-12T16:13:12Z"
2,"2024-08-14",27083,"4B","P",1930,2100,"","2024-08-12T16:13:12Z"
2,"2024-08-14",20798,"4C","F",2400,2400,"","2024-08-12T16:13:12Z"
2,"2024-08-15",19668,"1F","F",30,30,"","2024-08-13T15:47:50Z"
2,"2024-08-15",19129,"1A","F",200,200,"","2024-08-13T15:47:50Z"
2,"2024-08-15",17415,"4","F",400,400,"","2024-08-13T15:47:50Z"
2,"2024-08-15",17396,"1B","T",430,730,"Om","2024-08-13T15:47:50Z"
2,"2024-08-15",22982,"2F","F",800,800,"","2024-08-13T15:47:50Z"
2,"2024-08-15",24470,"2A","P",830,1200,"DM","2024-08-13T15:47:50Z"
2,"2024-08-15",22742,"2B","P",1230,1300,"","2024-08-13T15:47:50Z"
2,"2024-08-15",21983,"3B","T",1330,1630,"Dm","2024-08-13T15:47:50Z"
2,"2024-08-15",26537,"3C","P",1700,1900,"EM","2024-08-13T15:47:50Z"
2,"2024-08-15",26432,"4B","P",1930,2100,"","2024-08-13T15:47:50Z"
2,"2024-08-15",20384,"4C","F",2400,2400,"","2024-08-13T15:47:50Z"
2,"2024-08-16",20347,"1F","F",30,30,"","2024-08-14T14:25:04Z"
2,"2024-08-16",19298,"1A","F",200,200,"","2024-08-14T14:25:04Z"
2,"2024-08-16",18422,"4","F",400,400,"","2024-08-14T14:25:04Z"
2,"2024-08-16",18138,"1B","T",430,730,"Om","2024-08-14T14:25:04Z"
2,"2024-08-16",23605,"2F","F",800,800,"","2024-08-14T14:25:04Z"
2,"2024-08-16",24867,"2A","P",830,1200,"DM","2024-08-14T14:25:04Z"
2,"2024-08-16",21436,"2B","P",1230,1300,"","2024-08-14T14:25:04Z"
2,"2024-08-16",19359,"3B","T",1330,1630,"Dm","2024-08-14T14:25:04Z"
2,"2024-08-16",25100,"3C","P",1700,1900,"","2024-08-14T14:25:04Z"
2,"2024-08-16",25862,"4B","P",1930,2100,"EM","2024-08-14T14:25:04Z"
2,"2024-08-16",20583,"4C","F",2400,2400,"","2024-08-14T14:25:04Z"
2,"2024-08-17",19995,"1F","F",30,30,"","2024-08-15T15:43:30Z"
2,"2024-08-17",19040,"1A","F",200,200,"","2024-08-15T15:43:30Z"
2,"2024-08-17",17522,"4","F",400,400,"","2024-08-15T15:43:30Z"
2,"2024-08-17",16881,"1B","T",430,730,"Om","2024-08-15T15:43:30Z"
2,"2024-08-17",18920,"2F","F",800,800,"","2024-08-15T15:43:30Z"
2,"2024-08-17",19535,"2A","P",830,1200,"DM","2024-08-15T15:43:30Z"
2,"2024-08-17",17739,"2B","P",1230,1300,"","2024-08-15T15:43:30Z"
2,"2024-08-17",16267,"3B","T",1330,1630,"Dm","2024-08-15T15:43:30Z"
2,"2024-08-17",24087,"3C","P",1700,1900,"","2024-08-15T15:43:30Z"
2,"2024-08-17",24810,"4B","P",1930,2100,"EM","2024-08-15T15:43:30Z"
2,"2024-08-17",20404,"4C","F",2400,2400,"","2024-08-15T15:43:30Z"
2,"2024-08-18",19202,"1F","F",30,30,"","2024-08-16T16:10:13Z"
2,"2024-08-18",17972,"1A","F",200,200,"","2024-08-16T16:10:13Z"
2,"2024-08-18",16439,"4","F",400,400,"","2024-08-16T16:10:13Z"
2,"2024-08-18",15906,"1B","T",430,730,"Om","2024-08-16T16:10:13Z"
2,"2024-08-18",16790,"2F","F",800,800,"DM","2024-08-16T16:10:13Z"
2,"2024-08-18",16568,"2A","P",830,1200,"","2024-08-16T16:10:13Z"
2,"2024-08-18",16409,"2B","P",1230,1300,"","2024-08-16T16:10:13Z"
2,"2024-08-18",15472,"3B","T",1330,1630,"Dm","2024-08-16T16:10:13Z"
2,"2024-08-18",23926,"3C","P",1700,1900,"","2024-08-16T16:10:13Z"
2,"2024-08-18",24853,"4B","P",1930,2100,"EM","2024-08-16T16:10:13Z"
2,"2024-08-18",20156,"4C","F",2400,2400,"","2024-08-16T16:10:13Z"
2,"2024-08-19",19448,"1F","F",30,30,"","2024-08-17T16:12:54Z"
2,"2024-08-19",19028,"1A","F",200,200,"","2024-08-17T16:12:54Z"
2,"2024-08-19",17554,"4","F",400,400,"","2024-08-17T16:12:54Z"
2,"2024-08-19",17502,"1B","T",430,730,"Om","2024-08-17T16:12:54Z"
2,"2024-08-19",22769,"2F","F",800,800,"","2024-08-17T16:12:54Z"
2,"2024-08-19",24099,"2A","P",830,1200,"DM","2024-08-17T16:12:54Z"
2,"2024-08-19",21806,"2B","P",1230,1300,"","2024-08-17T16:12:54Z"
2,"2024-08-19",21336,"3B","T",1330,1630,"Dm","2024-08-17T16:12:54Z"
2,"2024-08-19",26338,"3C","P",1700,1900,"","2024-08-17T16:12:54Z"
2,"2024-08-19",26756,"4B","P",1930,2100,"EM","2024-08-17T16:12:54Z"
2,"2024-08-19",18484,"4C","F",2400,2400,"","2024-08-17T16:12:54Z"
2,"2024-08-20",18292,"1F","F",30,30,"","2024-08-18T16:08:28Z"
2,"2024-08-20",17373,"1A","F",200,200,"","2024-08-18T16:08:28Z"
2,"2024-08-20",17036,"4","F",400,400,"","2024-08-18T16:08:28Z"
2,"2024-08-20",17034,"1B","T",430,730,"Om","2024-08-18T16:08:28Z"
