"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-09-01",1,19115,"A",21468,17640,1732,6622,0,16398,0,12,2930,973,192,-924,0,-523,10,1399,206,-394
"2024-09-01",2,18599,"A",20975,17250,1665,6622,0,16398,0,12,2971,958,180,-931,-5,-527,18,1399,188,-401
"2024-09-01",3,18091,"A",21018,16767,1632,6622,0,16398,0,12,2919,965,-20,-1030,9,-527,-255,1399,211,-583
"2024-09-01",4,18003,"A",20994,16708,1599,6622,0,16398,0,12,2997,963,-36,-1037,16,-526,-274,1399,215,-606
"2024-09-01",5,17772,"A",21388,16492,1597,6622,0,16398,0,18,2862,696,246,-1028,-73,-527,-475,1399,351,-995
"2024-09-01",6,17268,"A",21233,16064,1595,6622,0,16398,0,169,2783,674,269,-1030,-216,-527,-490,1399,366,-1033
"2024-09-01",7,16722,"A",21331,15509,1589,6622,0,16398,0,589,2691,662,109,-1038,-325,-526,-545,1399,517,-1086
"2024-09-01",8,16547,"A",21040,15329,1582,6622,0,16398,0,460,2696,660,98,-1039,-330,-527,-548,1399,531,-1089
"2024-09-01",9,16617,"A",21246,15368,1636,6622,0,16398,0,491,2658,518,322,-1001,-330,-526,-823,1399,530,-958
"2024-09-01",10,16441,"A",21270,15169,1689,6622,0,16398,0,687,2786,512,343,-997,-330,-527,-843,1399,527,-945
"2024-09-01",11,16722,"A",21670,15358,1687,6622,0,16398,0,584,2702,863,355,-1043,-330,-527,-992,1399,310,-972
"2024-09-01",12,16862,"A",21826,15428,1684,6622,0,16398,0,583,2547,893,357,-1044,-330,-527,-1002,1399,290,-978
"2024-09-01",13,17183,"A",21817,15779,1668,6622,0,16398,0,695,2762,748,403,-1044,-330,-527,-736,1398,275,-802
"2024-09-01",14,17387,"A",21853,16029,1651,6622,103,16398,0,576,2993,736,405,-1038,-330,-527,-717,1397,276,-778
"2024-09-01",15,18203,"A",21280,16795,1649,6622,303,16398,0,807,2900,501,231,-311,-330,-527,-310,1397,483,-292
"2024-09-01",16,18711,"A",21346,17258,1646,6622,614,16398,0,575,2887,492,211,-252,-330,-495,-271,1397,501,-212
"2024-09-01",17,20068,"A",23305,18470,1707,6622,1138,16398,0,862,2690,1287,-1,-954,-393,-527,535,1397,502,859
"2024-09-01",18,20423,"A",23780,18747,1768,6622,1739,16398,0,857,2828,1365,-10,-1012,-451,-527,605,1397,505,981
"2024-09-01",19,21703,"A",24435,19891,1811,6622,2382,16398,0,860,2433,1903,650,-393,-452,-527,899,1397,685,1087
"2024-09-01",20,21959,"A",24627,20015,1853,6622,3287,16398,0,852,2352,1953,712,-338,-451,-527,920,1397,706,1096
"2024-09-01",21,21998,"A",24324,20004,1901,6622,3903,16398,0,847,1914,1999,711,312,-452,-527,966,1397,971,1001
"2024-09-01",22,21491,"A",23817,19492,1948,6622,4383,16398,0,848,1777,2002,715,372,-451,-527,969,1397,994,991
"2024-09-01",23,21337,"A",23666,19295,1936,6622,5042,16398,0,851,1608,2003,968,1004,-451,-527,1016,1397,996,991
"2024-09-01",24,21256,"A",23577,19224,1924,6622,5639,16398,0,842,1531,2003,991,1053,-452,-527,1019,1397,996,991
"2024-09-01",25,21212,"A",23523,19138,1902,6622,6198,16398,0,834,1408,2003,991,1047,-451,-526,1019,1397,996,991
"2024-09-01",26,21066,"A",23386,18972,1879,6622,6240,16398,0,841,1323,2003,991,1046,-452,-527,1019,1397,996,991
"2024-09-01",27,21129,"A",23442,19118,1847,6622,5829,16398,0,834,1456,2003,991,1043,-452,-527,1019,1397,996,991
"2024-09-01",28,21215,"A",23518,19203,1814,6622,5811,16398,0,824,1319,2002,991,1043,-452,-527,1019,1397,996,991
"2024-09-01",29,21119,"A",23404,19158,1766,6622,5665,16398,0,808,1447,1863,825,1038,-451,-526,647,1397,996,991
"2024-09-01",30,21438,"A",23720,19490,1718,6622,5047,16398,0,803,1613,1852,805,1038,-452,-527,620,1393,996,997
"2024-09-01",31,22048,"A",24197,20108,1655,6622,4582,16398,0,671,1759,1797,890,912,-451,-527,621,1319,960,1385
"2024-09-01",32,23138,"A",24817,21102,1591,6622,3593,16398,0,200,1971,1792,898,900,-452,-527,621,1313,958,1422
"2024-09-01",33,24336,"A",25826,22213,1540,6622,2969,16398,0,11,1993,1650,952,1000,-452,-527,511,1386,994,1422
"2024-09-01",34,25626,"A",27119,23401,1489,6622,2370,16398,0,14,1671,1640,956,906,-452,-527,503,1397,990,1420
"2024-09-01",35,26708,"A",28375,24438,1406,6622,1782,16398,0,6,1603,1796,888,-184,-451,-526,536,1397,555,1272
"2024-09-01",36,27330,"A",29035,24964,1322,6622,1352,16398,0,11,1491,1804,881,-215,-452,-527,536,1397,511,1249
"2024-09-01",37,27301,"A",28858,24982,1223,6622,895,16398,0,5,2034,1326,795,-8,-451,-526,-67,1397,166,688
"2024-09-01",38,27362,"A",28967,25094,1124,6622,479,16398,0,14,2026,1286,781,0,-451,-526,-114,1398,137,630
"2024-09-01",39,27279,"A",29053,24915,1073,6622,130,16398,0,7,2039,1453,444,-288,-452,-527,2,1398,202,275
"2024-09-01",40,27771,"A",29588,25341,1022,6622,4,16398,0,10,2404,1468,411,-329,-451,-527,12,1398,211,251
"2024-09-01",41,28051,"A",29759,25651,985,6622,0,16398,0,15,2205,1668,319,-178,-452,-527,-36,1398,398,895
"2024-09-01",42,27595,"A",29288,25280,948,6622,0,16398,0,13,2019,1673,308,-161,-452,-527,-40,1398,408,957
"2024-09-01",43,26290,"A",28011,24013,911,6622,0,16398,0,7,1908,963,198,-199,-452,-527,-36,1398,68,1054
"2024-09-01",44,25339,"A",27068,23219,873,6622,0,16398,0,16,1609,898,188,-200,-451,-526,-36,1398,37,1066
"2024-09-01",45,24625,"A",26350,22616,838,6622,0,16398,0,15,1407,906,173,218,-452,-527,-231,1398,23,1066
"2024-09-01",46,23414,"A",25150,21551,803,6622,0,16398,0,14,1509,904,174,293,-451,-526,-245,1398,22,1056
"2024-09-01",47,21972,"A",23387,20232,763,6622,0,16398,0,12,1639,524,278,314,-438,-465,278,1399,61,414
"2024-09-01",48,21015,"A",22290,19299,722,6622,0,16398,0,10,1721,496,287,314,-451,-314,317,1399,68,355
"2024-09-02",1,20231,"A",21325,18525,710,6622,0,16396,0,13,1656,878,311,8,-414,-167,609,1398,245,487
"2024-09-02",2,20010,"A",21033,18319,698,6622,0,16396,0,14,1781,908,313,0,-401,-108,630,1398,261,498
"2024-09-02",3,19792,"A",20797,18130,665,6622,0,16396,0,14,1564,983,290,0,-401,-90,575,1399,223,332
"2024-09-02",4,19804,"A",20730,18189,631,6622,0,16396,0,14,1506,989,291,0,-401,-11,571,1398,223,314
"2024-09-02",5,19555,"A",20415,17974,616,6622,0,16396,0,14,1502,991,493,0,-346,0,443,1398,393,196
"2024-09-02",6,19417,"A",20284,17838,600,6622,0,16396,0,13,1104,993,512,0,-354,0,433,1399,409,184
"2024-09-02",7,19068,"A",20230,17497,573,6622,0,16396,0,14,1242,1256,563,-259,-382,-7,445,1399,427,138
"2024-09-02",8,19020,"A",20277,17408,546,6622,0,16396,0,14,1256,1274,566,-311,-336,-96,446,1399,428,128
"2024-09-02",9,18782,"A",20482,17150,547,6622,0,16396,0,14,1342,948,486,-755,-189,-19,391,1399,409,-223
"2024-09-02",10,18719,"A",20361,17077,547,6622,0,16396,0,13,1324,919,478,-762,-44,-55,385,1398,408,-268
"2024-09-02",11,19135,"A",21853,17435,537,6622,0,16396,0,15,1393,800,481,-1023,64,42,-195,1398,499,-985
"2024-09-02",12,20068,"A",22900,18302,527,6622,0,16396,0,18,1298,787,474,-1027,185,1,-240,1398,502,-1047
"2024-09-02",13,21811,"A",24607,19924,527,6622,0,16396,0,18,1811,346,40,-1019,195,14,-535,1397,189,-724
"2024-09-02",14,22989,"A",25754,20935,526,6622,53,16396,0,16,1813,309,4,-1012,87,115,-553,1397,162,-684
"2024-09-02",15,24766,"A",25702,22451,491,6622,227,16396,0,13,1461,86,256,-284,0,28,69,1397,161,-139
"2024-09-02",16,26200,"A",27069,23703,456,6622,555,16396,0,15,1224,140,283,-220,-58,37,126,1397,170,-76
"2024-09-02",17,28587,"A",29253,25973,474,6622,953,16396,0,15,707,1528,534,522,-104,-47,908,1397,702,630
"2024-09-02",18,29498,"A",30233,26834,491,6622,956,16396,0,12,543,1728,563,646,-212,-11,975,1397,753,697
"2024-09-02",19,29919,"A",30861,27181,508,6622,1127,16396,0,11,43,1571,955,983,-364,-67,1016,1397,976,697
"2024-09-02",20,30069,"A",31038,27278,525,6622,1246,16396,0,11,-129,1557,992,1008,-450,-8,1019,1397,997,697
"2024-09-02",21,29865,"A",30874,27044,556,6622,1430,16396,0,12,-424,1603,992,1008,-451,-46,972,1397,997,697
"2024-09-02",22,30050,"A",31066,27217,587,6622,1623,16396,0,10,-325,1609,992,1008,-452,-54,969,1397,995,697
"2024-09-02",23,30206,"A",31292,27316,614,6622,1682,16396,0,14,37,1697,992,1058,-451,-121,1015,1397,861,697
"2024-09-02",24,30256,"A",31383,27366,641,6622,1743,16396,0,14,110,1705,992,1059,-451,-162,1019,1397,851,697
"2024-09-02",25,30514,"A",31681,27535,667,6622,1797,16396,0,14,75,1660,992,1031,-452,-201,1019,1397,985,697
"2024-09-02",26,30394,"A",31498,27425,692,6622,2021,16396,0,14,171,1656,991,1028,-451,-139,1019,1397,997,697
"2024-09-02",27,30062,"A",31116,27106,710,6622,2435,16396,0,16,147,1655,992,1047,-451,-87,1019,1397,997,697
"2024-09-02",28,29498,"A",30622,26594,727,6622,2292,16396,0,17,54,1654,990,1042,-452,-155,1019,1397,997,697
"2024-09-02",29,29125,"A",30149,26265,759,6622,2206,16396,0,14,121,1620,897,957,-452,-58,1001,1397,986,697
"2024-09-02",30,29017,"A",30121,26176,790,6622,2567,16396,0,14,250,1614,885,951,-452,-138,999,1397,982,703
"2024-09-02",31,28819,"A",29884,26056,836,6622,2472,16396,0,14,248,1290,699,892,-452,-99,837,1398,859,1099
"2024-09-02",32,28853,"A",29975,26105,881,6622,2393,16396,0,14,383,1261,676,812,-451,-157,825,1397,841,1123
"2024-09-02",33,29043,"A",30095,26317,922,6622,2269,16396,0,13,1107,1070,289,-89,-414,-36,433,1398,475,260
"2024-09-02",34,29637,"A",30801,26916,962,6622,1998,16396,0,14,1196,1060,257,-109,-451,-90,404,1397,438,140
"2024-09-02",35,30162,"A",33101,27469,984,6622,1581,16396,0,18,1789,1489,539,-838,-452,-164,231,1397,131,-967
"2024-09-02",36,30828,"A",34009,28177,1006,6622,1017,16396,0,14,2069,1521,560,-937,-452,-186,190,1397,110,-1092
"2024-09-02",37,30596,"A",34719,28108,1029,6622,593,16396,0,13,2629,1084,272,-1014,-452,-140,-909,1397,528,-1095
"2024-09-02",38,30642,"A",34925,28221,1052,6622,314,16396,0,12,2902,1053,244,-1018,-452,-185,-1020,1397,562,-1096
"2024-09-02",39,29990,"A",34423,27820,1087,6622,104,16396,0,12,3184,1404,180,-1017,-452,-335,-1021,1397,419,-1096
"2024-09-02",40,29811,"A",34308,27848,1122,6622,2,16396,0,10,3378,1434,171,-1017,-452,-426,-1021,1397,407,-1071
"2024-09-02",41,30129,"A",33128,28129,1138,6622,0,16396,0,10,3141,1038,10,-872,-452,-522,-632,1397,401,-11
"2024-09-02",42,29464,"A",32424,27445,1154,6622,0,16396,0,14,2888,997,-6,-856,-452,-527,-605,1397,404,108
"2024-09-02",43,28223,"A",30802,26260,1160,6622,0,16396,0,13,2877,186,-69,-681,-452,-527,-337,1398,590,858
"2024-09-02",44,26707,"A",29251,24856,1165,6622,0,16396,0,10,2786,115,-74,-662,-452,-527,-319,1398,604,931
"2024-09-02",45,25100,"A",27965,23323,1140,6622,0,16396,0,7,2672,-1,-11,-873,-452,-527,-494,1397,444,1159
"2024-09-02",46,23949,"A",26839,22263,1115,6622,0,16396,0,10,2496,-15,-3,-876,-452,-527,-507,1398,424,1161
"2024-09-02",47,22259,"A",24805,20690,1096,6622,0,16396,0,7,2510,-96,107,-818,-452,-466,-207,1398,97,284
"2024-09-02",48,21354,"A",23771,19942,1077,6622,0,16396,0,11,2547,-108,117,-813,-452,-347,-186,1399,67,194
"2024-09-03",1,21011,"A",23362,19652,1071,6622,0,16396,0,249,2475,-91,72,-654,-452,-405,58,1399,8,324
"2024-09-03",2,20796,"A",22979,19482,1065,6622,0,16396,0,192,2592,-78,69,-642,-452,-319,77,1399,4,336
"2024-09-03",3,20275,"A",22705,19002,1029,6622,0,16396,0,283,2591,69,181,-802,-452,-393,104,1399,64,247
"2024-09-03",4,20048,"A",22398,18773,992,6622,0,16396,0,163,2439,74,192,-809,-452,-426,107,1399,72,237
"2024-09-03",5,19685,"A",22318,18427,963,6622,0,16396,0,279,2259,400,230,-970,-452,-432,48,1399,224,178
"2024-09-03",6,19478,"A",21929,18191,934,6622,0,16396,0,144,1939,434,232,-976,-452,-379,44,1399,238,164
"2024-09-03",7,19033,"A",22004,17761,888,6622,0,16396,0,278,1969,903,114,-1022,-452,-233,-76,1398,224,-410
"2024-09-03",8,18784,"A",21798,17457,842,6622,0,16396,0,277,1795,944,102,-1024,-452,-207,-85,1398,223,-469
"2024-09-03",9,18804,"A",22047,17407,819,6622,0,16396,0,32,2032,1026,59,-1017,-436,-88,-384,1398,230,-786
"2024-09-03",10,18819,"A",22011,17392,796,6622,0,16396,0,9,2277,1033,57,-1018,-308,-132,-405,1398,232,-820
"2024-09-03",11,19338,"A",22909,17811,772,6622,0,16396,0,9,2426,908,180,-1041,-157,-30,-764,1398,312,-1070
"2024-09-03",12,20015,"A",23470,18441,747,6622,0,16396,0,9,2484,898,192,-1042,-21,0,-789,1398,319,-1094
"2024-09-03",13,21985,"A",25435,20280,727,6622,0,16396,0,9,2400,825,252,-1028,1,0,-819,1398,324,-1094
"2024-09-03",14,23391,"A",26928,21543,706,6622,11,16396,0,7,2292,829,258,-1027,-63,-39,-809,1398,326,-1092
"2024-09-03",15,25649,"A",28373,23541,676,6622,164,16396,0,6,1915,1531,288,-922,-214,-185,44,1397,378,-897
"2024-09-03",16,26702,"A",29438,24530,646,6622,492,16396,0,8,1835,1570,303,-809,-296,-341,122,1397,398,-782
"2024-09-03",17,28214,"A",29636,25893,648,6622,857,16396,0,7,1478,660,707,293,-428,-487,616,1397,890,194
"2024-09-03",18,28530,"A",30017,26162,650,6622,1305,16396,0,8,1352,604,741,331,-451,-528,639,1397,923,239
"2024-09-03",19,29118,"A",30606,26615,672,6622,1835,16396,0,9,1105,769,964,858,-451,-528,895,1397,993,932
"2024-09-03",20,28578,"A",30028,26078,693,6622,2521,16396,0,10,1165,782,971,884,-451,-489,904,1397,998,979
"2024-09-03",21,28141,"A",29496,25687,742,6622,3164,16396,0,9,1137,861,677,847,-451,-395,829,1397,988,938
"2024-09-03",22,28010,"A",29225,25538,791,6622,4081,16396,0,12,1101,865,657,846,-451,-252,826,1397,987,937
"2024-09-03",23,27354,"A",28590,24910,818,6622,4209,16396,0,14,780,898,670,977,-451,-271,1012,1397,960,983
"2024-09-03",24,27147,"A",28332,24698,844,6622,5225,16396,0,12,512,903,667,985,-451,-222,1018,1397,949,987
"2024-09-03",25,26974,"A",28171,24496,872,6622,6217,16396,0,13,472,1298,532,685,-438,-246,1007,1397,608,987
"2024-09-03",26,26482,"A",27594,23991,900,6622,6645,16396,0,13,409,1315,522,672,-417,-182,1006,1397,585,987
"2024-09-03",27,26109,"A",27178,23575,910,6622,6719,16396,0,13,456,1151,502,443,-427,-129,791,1397,550,980
"2024-09-03",28,25950,"A",26950,23433,920,6622,6328,16396,0,12,491,1135,495,432,-432,-56,782,1397,540,970
"2024-09-03",29,25782,"A",26556,23283,942,6622,5846,16396,0,12,1127,839,307,247,-262,0,400,1397,288,662
"2024-09-03",30,25613,"A",26394,23105,963,6622,5570,16396,0,9,1197,823,296,246,-272,0,384,1397,264,608
"2024-09-03",31,25491,"A",26556,23062,976,6622,5039,16396,0,8,1309,884,365,323,-258,16,166,1397,2,-299
"2024-09-03",32,26049,"A",27265,23634,988,6622,4474,16396,0,9,1297,889,376,318,-258,-50,158,1397,-10,-389
"2024-09-03",33,26433,"A",28825,23971,959,6622,3668,16396,0,9,1333,1096,643,-567,-258,-8,5,1397,198,-1050
"2024-09-03",34,27537,"A",30098,24995,930,6622,3174,16396,0,9,1341,1105,663,-681,-258,0,-17,1397,221,-1096
"2024-09-03",35,28261,"A",31977,25621,903,6622,2475,16396,0,9,1314,1058,721,-1048,-258,0,-805,1397,564,-1096
"2024-09-03",36,29151,"A",32914,26551,876,6622,1775,16396,0,7,1313,1058,729,-1051,-258,0,-851,1397,591,-1096
"2024-09-03",37,29639,"A",33562,27077,840,6622,1137,16396,0,7,1277,1194,871,-1047,-258,0,-1015,1397,765,-1096
"2024-09-03",38,30075,"A",34004,27510,804,6622,583,16396,0,7,1229,1203,882,-1047,-258,0,-1021,1398,777,-1096
"2024-09-03",39,30405,"A",34331,27867,769,6622,159,16396,0,7,1276,1400,935,-1045,-258,0,-1020,1398,846,-1096
"2024-09-03",40,30357,"A",34279,27833,733,6622,2,16396,0,7,1376,1402,933,-1045,-254,0,-1020,1398,853,-1096
"2024-09-03",41,30485,"A",33843,27907,712,6622,0,16396,0,7,1437,978,747,-869,-180,0,-706,1398,944,-1096
"2024-09-03",42,29923,"A",33198,27319,690,6622,0,16396,0,8,1405,941,721,-855,-137,0,-685,1398,931,-1090
"2024-09-03",43,28786,"A",30882,26312,668,6622,0,16396,0,6,1620,315,251,-517,-145,0,-34,1398,316,-894
"2024-09-03",44,27373,"A",29436,25044,645,6622,0,16396,0,6,1624,272,216,-502,-168,0,-4,1398,273,-883
"2024-09-03",45,25629,"A",28267,23482,640,6622,0,16396,0,6,1598,-105,122,-564,-29,57,-459,1398,142,-975
"2024-09-03",46,24412,"A",27053,22384,634,6622,0,16396,0,7,1722,-118,124,-566,53,11,-476,1398,135,-974
"2024-09-03",47,22911,"A",24931,21024,626,6622,0,16396,0,10,1715,598,421,-762,48,0,-67,1398,203,-681
"2024-09-03",48,21883,"A",23899,20056,618,6622,0,16396,0,11,1520,664,442,-765,-20,0,-52,1398,205,-668
"2024-09-04",1,21155,"A",23477,19362,593,6622,0,16396,0,8,1241,596,456,-648,-142,0,-83,1398,128,-941
"2024-09-04",2,20557,"A",22979,18816,567,6622,0,16396,0,9,1128,594,452,-648,-221,0,-84,1399,134,-960
"2024-09-04",3,20152,"A",23125,18396,566,6622,0,16396,0,244,988,717,251,-875,-221,0,-153,1399,507,-980
"2024-09-04",4,20007,"A",22979,18279,564,6622,0,16396,0,284,1049,724,245,-876,-172,0,-156,1399,531,-984
"2024-09-04",5,19827,"A",22846,18108,566,6622,0,16396,0,284,1037,922,535,-903,-148,0,-115,1399,522,-1069
"2024-09-04",6,19551,"A",22533,17808,567,6622,0,16396,0,287,929,936,553,-905,-102,0,-113,1399,526,-1075
"2024-09-04",7,19319,"A",22485,17589,566,6622,0,16396,0,284,720,1117,494,-1000,-136,0,-171,1399,693,-1075
"2024-09-04",8,19242,"A",22408,17500,565,6622,0,16396,0,284,633,1125,488,-1001,-132,0,-174,1399,696,-1075
"2024-09-04",9,19108,"A",22480,17363,558,6622,0,16396,0,283,1091,979,408,-1021,-13,0,-466,1399,421,-1089
"2024-09-04",10,19064,"A",22469,17312,551,6622,0,16396,0,285,1217,970,402,-1022,-26,0,-482,1399,398,-1090
"2024-09-04",11,19418,"A",23070,17644,549,6622,0,16396,0,22,1299,866,394,-1043,68,0,-997,1399,218,-1090
"2024-09-04",12,20426,"A",24087,18537,546,6622,0,16396,0,10,1268,859,391,-1042,77,0,-1019,1399,209,-1090
"2024-09-04",13,22201,"A",25854,20170,538,6622,0,16396,0,10,1386,734,324,-1032,13,0,-1018,1398,281,-1093
"2024-09-04",14,23880,"A",27521,21679,530,6622,41,16396,0,10,1514,735,326,-1031,0,22,-1012,1398,293,-1088
"2024-09-04",15,26025,"A",28826,23571,505,6622,362,16396,0,10,1160,1142,562,-922,-68,-58,-454,1398,505,-789
"2024-09-04",16,26833,"A",29618,24201,479,6622,969,16396,0,7,1217,1160,582,-811,-219,-90,-427,1397,518,-731
"2024-09-04",17,27985,"A",29110,25243,497,6622,1881,16396,0,8,649,986,721,341,-371,-229,-17,1397,523,258
"2024-09-04",18,27900,"A",29093,25151,514,6622,2801,16396,0,8,693,974,732,373,-451,-234,0,1397,520,341
"2024-09-04",19,27713,"A",28759,24922,530,6622,3525,16396,0,8,549,1003,780,114,-452,-86,190,1397,390,569
"2024-09-04",20,26974,"A",28037,24223,546,6622,3955,16396,0,8,505,1002,777,113,-452,-103,197,1397,382,575
"2024-09-04",21,26263,"A",27267,23544,547,6622,4962,16396,0,8,533,768,537,183,-452,-44,194,1397,411,194
"2024-09-04",22,25791,"A",26753,23116,548,6622,5873,16396,0,8,573,754,518,188,-452,-2,194,1397,412,166
"2024-09-04",23,25835,"A",26725,23104,554,6622,5465,16396,0,6,457,533,419,381,-384,0,232,1397,326,116
"2024-09-04",24,25989,"A",26843,23254,559,6622,5607,16396,0,4,599,523,412,388,-333,-17,234,1397,320,114
"2024-09-04",25,25891,"A",26723,23317,564,6622,5670,16396,0,9,637,596,417,146,-323,0,209,1397,320,154
"2024-09-04",26,26001,"A",26881,23463,569,6622,5368,16396,0,5,746,598,422,148,-375,0,210,1397,324,153
"2024-09-04",27,26425,"A",27199,23911,587,6622,5549,16396,0,6,873,507,571,507,-268,0,546,1397,467,10
"2024-09-04",28,26289,"A",26973,23810,604,6622,5162,16396,0,6,902,706,580,495,-178,0,560,1397,477,0
"2024-09-04",29,25971,"A",26783,23527,616,6622,4569,16396,0,10,891,838,557,-268,-34,41,394,1397,530,76
"2024-09-04",30,25998,"A",26803,23538,627,6622,4612,16396,0,8,960,846,562,-297,35,1,389,1397,531,74
"2024-09-04",31,26168,"A",27325,23719,648,6622,4234,16396,0,9,1083,953,777,-451,162,0,278,1397,453,-197
"2024-09-04",32,26581,"A",27779,24137,668,6622,3990,16396,0,9,956,959,795,-457,83,22,273,1397,460,-232
"2024-09-04",33,26810,"A",29183,24312,683,6622,3212,16396,0,10,1002,1007,930,-992,0,146,-68,1397,873,-803
"2024-09-04",34,27639,"A",30106,25064,697,6622,2926,16396,0,17,1051,1009,941,-1019,0,86,-86,1397,895,-845
"2024-09-04",35,28308,"A",31393,25642,702,6622,2163,16396,0,16,1237,1011,979,-1006,0,110,-573,1397,714,-990
"2024-09-04",36,29241,"A",32350,26582,706,6622,1488,16396,0,9,1525,1040,981,-1006,0,135,-594,1397,698,-1000
"2024-09-04",37,29542,"A",32582,26897,689,6622,965,16396,0,5,1651,1954,992,-798,0,37,-822,1397,518,-915
"2024-09-04",38,30027,"A",33007,27376,671,6622,512,16396,0,7,1664,2009,992,-785,-2,2,-829,1397,519,-857
"2024-09-04",39,30858,"A",32630,28229,687,6622,137,16396,0,10,1493,2010,988,-286,-101,-32,-843,1397,967,231
"2024-09-04",40,30667,"A",32496,28053,703,6622,1,16396,0,10,1263,1993,974,-258,-235,47,-826,1397,980,320
"2024-09-04",41,30697,"A",31637,28040,731,6622,0,16396,0,7,1206,1219,498,-3,-386,3,-44,1397,418,20
"2024-09-04",42,29614,"A",30565,27001,758,6622,0,16396,0,13,1148,1172,466,0,-383,-49,0,1397,378,-6
"2024-09-04",43,28066,"A",30121,25620,789,6622,0,16396,0,15,1500,1125,500,-681,-344,-171,-102,1397,263,-242
"2024-09-04",44,26747,"A",29021,24468,820,6622,0,16396,0,11,1635,1115,496,-823,-301,-286,-106,1397,254,-247
"2024-09-04",45,25366,"A",26796,23249,853,6622,0,16396,0,11,1726,780,276,-529,-215,-175,34,1397,162,190
"2024-09-04",46,23755,"A",25053,21756,885,6622,0,16396,0,10,1885,776,275,-516,-239,-33,39,1397,167,233
"2024-09-04",47,22456,"A",23341,20566,928,6622,0,16396,0,11,1841,1438,751,-178,-185,-11,181,1398,541,687
"2024-09-04",48,21030,"A",21718,19255,970,6622,0,16396,0,13,2008,1483,782,-140,-35,3,186,1398,570,722
"2024-09-05",1,20442,"A",20979,18754,1000,6622,0,16396,0,16,1736,1651,710,-2,-19,0,418,1399,730,789
"2024-09-05",2,19989,"A",20657,18385,1029,6622,0,16396,0,18,1164,1663,705,0,-150,0,426,1399,735,797
"2024-09-05",3,19641,"A",21127,18124,1096,6622,0,16396,0,284,1633,1727,700,-499,-203,0,411,1399,546,906
"2024-09-05",4,19364,"A",21120,17912,1162,6622,0,16396,0,355,1894,1730,700,-583,-318,0,410,1399,533,914
"2024-09-05",5,18982,"A",21322,17514,1236,6622,0,16396,0,661,1726,1765,688,-811,-368,0,366,1399,505,914
"2024-09-05",6,18594,"A",21167,17156,1309,6622,0,16396,0,853,1694,1764,687,-812,-368,-40,363,1398,508,909
"2024-09-05",7,18206,"A",21153,16725,1385,6622,0,16396,0,854,1601,1633,672,-1039,-368,-186,52,1399,670,712
"2024-09-05",8,18061,"A",21048,16608,1460,6622,0,16396,0,846,1567,1619,669,-1048,-368,-225,41,1398,678,703
"2024-09-05",9,17930,"A",20959,16479,1548,6622,0,16396,0,780,1694,1316,574,-1046,-368,-185,-150,1399,621,912
"2024-09-05",10,17953,"A",21100,16496,1635,6622,0,16396,0,850,2010,1301,567,-1045,-368,-227,-157,1398,617,922
"2024-09-05",11,18320,"A",21474,16884,1699,6622,0,16396,0,804,1936,1426,529,-1020,-369,-88,-373,1398,590,714
"2024-09-05",12,18941,"A",21999,17445,1763,6622,0,16396,0,790,2000,1436,525,-1018,-369,-1,-380,1398,589,707
"2024-09-05",13,20792,"A",23234,19157,1816,6622,0,16396,0,451,2073,1694,475,-983,-372,-79,-57,1397,613,1017
"2024-09-05",14,22814,"A",24779,21002,1869,6622,7,16396,0,23,2210,1690,467,-860,-338,-199,-45,1397,615,1048
"2024-09-05",15,25324,"A",26615,23235,1940,6622,106,16396,0,14,2083,1015,303,199,-429,-348,241,1397,598,1398
"2024-09-05",16,26208,"A",27638,24006,2010,6622,321,16396,0,12,2121,995,306,231,-451,-467,264,1397,602,1422
"2024-09-05",17,27681,"A",29172,25334,2143,6622,499,16396,0,12,1667,1845,801,959,-451,-528,961,1397,775,1422
"2024-09-05",18,28122,"A",29614,25820,2276,6622,643,16396,0,12,1993,1897,838,1003,-451,-529,999,1397,792,1422
"2024-09-05",19,28876,"A",30365,26559,2424,6622,765,16396,0,10,2188,1835,982,1008,-451,-528,900,1397,984,1422
"2024-09-05",20,28828,"A",30318,26575,2572,6622,1114,16396,0,10,2137,1835,992,1008,-452,-528,896,1397,989,1411
"2024-09-05",21,28522,"A",30011,26357,2682,6622,1163,16396,0,10,2217,1994,991,1007,-451,-528,1015,1397,718,1017
"2024-09-05",22,28586,"A",30076,26444,2792,6622,1241,16396,0,10,2295,1997,991,1008,-452,-528,1019,1397,709,990
"2024-09-05",23,28712,"A",30201,26576,2866,6622,1324,16396,0,10,2235,1674,991,1047,-451,-528,1019,1397,979,990
"2024-09-05",24,28902,"A",30366,26718,2940,6622,1484,16396,0,10,2387,1654,992,1048,-452,-502,1019,1397,997,990
"2024-09-05",25,28851,"A",30186,26816,3030,6622,1415,16396,0,10,2523,1655,991,1047,-451,-374,1019,1397,997,990
