"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-10-11",6,21685,"A",23354,20277,1367,6622,0,17194,0,361,3225,999,-1,1028,-320,-487,958,1397,0,1409
"2024-10-11",7,21345,"A",23310,19965,1393,6622,0,17194,0,636,3243,999,-1,1027,-298,-530,998,1397,0,1362
"2024-10-11",8,21208,"A",23157,19858,1419,6622,0,17194,0,642,3179,999,-1,1027,-277,-529,999,1397,0,1356
"2024-10-11",9,20905,"A",22833,19615,1434,6622,0,17194,0,632,3265,1000,-1,838,-265,-530,855,1397,0,1249
"2024-10-11",10,20936,"A",22828,19609,1448,6622,0,17194,0,629,3188,982,-1,751,-257,-505,833,1397,0,1242
"2024-10-11",11,21194,"A",22897,19849,1432,6622,0,17194,0,148,3310,300,-1,-411,-261,-382,46,1397,0,1287
"2024-10-11",12,22318,"A",24021,20928,1415,6622,0,17194,0,21,3167,242,-1,-478,-289,-414,11,1397,0,1292
"2024-10-11",13,24690,"A",27166,23205,1391,6622,0,17194,0,15,3090,-524,-1,-781,-349,-306,684,1397,0,1326
"2024-10-11",14,27012,"A",29638,25420,1366,6622,0,17194,0,15,3012,-524,-1,-782,-422,-382,703,1397,0,1331
"2024-10-11",15,30159,"A",32462,28302,1311,6622,0,17194,0,4,2918,597,-1,-747,-452,-513,-86,1397,0,1417
"2024-10-11",16,31517,"A",33794,29460,1256,6622,117,17194,0,9,3338,688,-1,-683,-452,-531,-101,1397,0,1424
"2024-10-11",17,32645,"A",34143,30342,1224,6622,836,17194,0,14,2791,914,-1,819,-452,-531,884,1397,0,1424
"2024-10-11",18,32273,"A",33773,29922,1192,6622,2183,17194,0,16,2743,925,-1,1045,-452,-531,954,1397,0,1424
"2024-10-11",19,31486,"A",32985,29080,1194,6622,3739,17194,0,15,2499,997,-1,1034,-452,-531,1003,1397,0,1424
"2024-10-11",20,30648,"A",32147,28202,1196,6622,5058,17194,0,15,2402,998,-1,1029,-452,-531,1005,1397,0,1424
"2024-10-11",21,29054,"A",30553,26658,1247,6622,6074,17194,0,15,2301,998,-1,1034,-452,-531,966,1397,0,1423
"2024-10-11",22,28032,"A",29531,25644,1298,6622,6942,17194,0,15,2194,999,-1,1027,-452,-531,965,1397,0,1424
"2024-10-11",23,27247,"A",28746,24857,1341,6622,7654,17194,0,15,2331,999,-1,831,-452,-531,1004,1397,0,1424
"2024-10-11",24,26242,"A",27739,23998,1384,6622,8254,17194,0,13,2388,999,-1,830,-452,-531,1005,1397,0,1422
"2024-10-11",25,25989,"A",27468,23684,1410,6622,8476,17194,0,13,2399,998,-1,1019,-434,-531,1019,1397,0,1424
"2024-10-11",26,25475,"A",26909,23244,1435,6622,8316,17194,0,13,2428,998,-1,1026,-389,-531,1019,1397,0,1424
"2024-10-11",27,25344,"A",26730,23113,1424,6622,7755,17194,0,11,2166,999,-1,1027,-343,-531,989,1397,0,1424
"2024-10-11",28,25324,"A",26686,23063,1412,6622,7206,17194,0,13,2149,999,-1,1021,-317,-531,987,1397,0,1424
"2024-10-11",29,25128,"A",26482,22862,1386,6622,6647,17194,0,11,2188,999,-1,478,-312,-530,760,1397,0,1424
"2024-10-11",30,25498,"A",26838,23185,1360,6622,5725,17194,0,12,2168,999,-1,456,-312,-515,752,1397,0,1424
"2024-10-11",31,25993,"A",27346,23738,1309,6622,5015,17194,0,10,2120,998,-1,998,-325,-517,990,1397,0,1424
"2024-10-11",32,27347,"A",28754,24940,1258,6622,3993,17194,0,12,1884,998,-1,1006,-364,-530,999,1397,0,1419
"2024-10-11",33,28388,"A",29850,25938,1183,6622,3214,17194,0,12,1812,998,-1,180,-419,-530,999,1397,0,1258
"2024-10-11",34,29828,"A",31323,27289,1107,6622,2144,17194,0,12,1846,998,-1,124,-452,-530,998,1397,0,1239
"2024-10-11",35,31296,"A",33547,28698,1103,6622,1089,17194,0,7,2017,999,-1,-761,-452,-530,702,1397,0,983
"2024-10-11",36,32578,"A",35013,29956,1099,6622,262,17194,0,4,2332,1000,-1,-948,-452,-530,690,1397,0,965
"2024-10-11",37,33313,"A",35478,30637,1135,6622,5,17194,0,4,2488,1001,-1,-677,-452,-531,462,1397,0,985
"2024-10-11",38,33899,"A",35991,31252,1171,6622,0,17194,0,5,2594,1001,-1,-604,-452,-530,459,1397,0,987
"2024-10-11",39,34160,"A",35648,31576,1227,6622,0,17194,0,5,2285,1000,-1,616,-452,-530,975,1397,0,987
"2024-10-11",40,33268,"A",34758,30794,1283,6622,0,17194,0,7,2241,1000,-1,739,-452,-530,999,1397,0,988
"2024-10-11",41,32508,"A",34003,30233,1337,6622,0,17194,0,11,2446,1000,-1,816,-452,-531,999,1397,0,988
"2024-10-11",42,31454,"A",32950,29253,1390,6622,0,17194,0,13,2387,1000,-1,816,-452,-530,999,1397,0,988
"2024-10-11",43,30197,"A",31693,28137,1437,6622,0,17194,0,13,2696,1000,-1,737,-452,-530,998,1397,0,988
"2024-10-11",44,28535,"A",29951,26666,1484,6622,0,17194,0,14,2967,999,-1,736,-452,-449,998,1397,0,988
"2024-10-11",45,26989,"A",28284,25315,1530,6622,0,17194,0,12,3192,1000,-1,748,-434,-348,999,1397,0,988
"2024-10-11",46,25413,"A",26589,23926,1576,6622,0,17194,0,9,3380,1000,-1,754,-452,-214,999,1397,0,999
"2024-10-11",47,23824,"A",24788,22501,1607,6622,0,17194,0,8,3654,999,-1,633,-384,-71,999,1397,0,1393
"2024-10-11",48,22819,"A",23563,21578,1638,6622,0,17194,0,9,3851,999,-1,629,-234,0,999,1397,0,1409
"2024-10-12",1,22044,"A",22729,20882,1644,6622,0,17194,0,7,4137,999,-1,760,-177,0,999,1397,0,1015
"2024-10-12",2,21538,"A",22299,20365,1649,6622,0,17194,0,8,4083,999,-1,776,-252,0,999,1397,0,988
"2024-10-12",3,21399,"A",22155,20260,1677,6622,0,17194,0,7,4163,999,-1,1019,-248,0,999,1397,0,988
"2024-10-12",4,21443,"A",22132,20415,1705,6622,0,17194,0,12,4498,999,-1,1019,-158,-18,999,1397,0,988
"2024-10-12",5,21041,"A",21952,20074,1730,6622,0,17194,0,16,4313,999,-1,985,-253,-141,999,1397,0,988
"2024-10-12",6,20667,"A",21644,19723,1755,6622,0,17194,0,17,4319,999,-1,977,-308,-151,999,1397,0,988
"2024-10-12",7,20150,"A",21550,19266,1785,6622,0,17194,0,483,4411,999,-1,753,-308,-108,999,1397,0,988
"2024-10-12",8,19817,"A",21347,18987,1814,6622,0,17194,0,588,4474,1000,-1,753,-308,-133,999,1397,0,988
"2024-10-12",9,19583,"A",21105,18794,1826,6622,0,17194,0,586,4529,1000,-1,624,-308,-127,999,1397,0,988
"2024-10-12",10,19473,"A",21036,18690,1837,6622,0,17194,0,581,4420,999,-1,592,-295,-186,999,1397,0,991
"2024-10-12",11,19743,"A",21086,18938,1834,6622,0,17194,0,575,4545,1000,-1,105,-211,-56,999,1397,0,1111
"2024-10-12",12,19988,"A",21299,19131,1830,6622,0,17194,0,688,4551,1000,-1,103,-67,-55,999,1397,0,1128
"2024-10-12",13,20687,"A",22147,19810,1830,6622,0,17194,0,271,4525,1000,-1,-688,68,69,999,1397,0,1403
"2024-10-12",14,21632,"A",22988,20721,1830,6622,0,17194,0,17,4464,999,-1,-838,218,117,999,1397,0,1422
"2024-10-12",15,22803,"A",23758,21769,1834,6622,0,17194,0,12,4278,1000,-1,-442,358,45,999,1397,0,1423
"2024-10-12",16,23899,"A",24794,22738,1838,6622,8,17194,0,15,4049,1000,-1,-379,292,0,999,1397,0,1422
"2024-10-12",17,25694,"A",26211,24427,1868,6622,116,17194,0,16,4173,999,-1,824,177,0,999,1397,0,1412
"2024-10-12",18,26321,"A",26839,25033,1898,6622,486,17194,0,17,4338,999,-1,1051,79,0,999,1397,0,1411
"2024-10-12",19,26972,"A",27488,25536,1943,6622,880,17194,0,14,3959,999,-1,993,-1,0,1018,1397,0,1421
"2024-10-12",20,27278,"A",27818,25673,1987,6622,1294,17194,0,16,3857,999,-1,993,-23,0,1019,1398,0,1422
"2024-10-12",21,27431,"A",27949,25730,2030,6622,1723,17194,0,17,3723,999,-1,1042,22,0,1019,1397,0,1422
"2024-10-12",22,27565,"A",28082,25711,2073,6622,2217,17194,0,16,3890,999,-1,1043,73,0,1019,1397,0,1421
"2024-10-12",23,27180,"A",27693,25215,2172,6622,2637,17194,0,12,4007,999,-1,816,9,0,1019,1397,0,1422
"2024-10-12",24,26683,"A",27194,24714,2271,6622,3875,17194,0,10,4098,999,-1,814,64,0,1019,1397,0,1422
"2024-10-12",25,26217,"A",26750,24313,2374,6622,3947,17194,0,12,3920,999,-1,1052,-20,0,1019,1397,0,1422
"2024-10-12",26,25693,"A",26216,23829,2477,6622,3965,17194,0,12,4183,999,-1,1053,-10,0,1019,1397,0,1421
"2024-10-12",27,25203,"A",25759,23422,2607,6622,4171,17194,0,9,4064,999,-1,1053,-35,-11,1019,1397,0,1422
"2024-10-12",28,24469,"A",25136,22809,2736,6622,4590,17194,0,9,4036,999,-1,1051,-52,-105,1019,1397,0,1422
"2024-10-12",29,24064,"A",24644,22335,2836,6622,4285,17194,0,7,3965,999,-1,776,-52,-20,1000,1397,0,1422
"2024-10-12",30,23886,"A",24448,22087,2935,6622,3898,17194,0,9,3744,999,-1,763,-52,0,999,1397,0,1422
"2024-10-12",31,23618,"A",24238,21961,3013,6622,3616,17194,0,76,3715,999,-1,445,-38,-5,810,1397,0,1422
"2024-10-12",32,23952,"A",24660,22306,3090,6622,3308,17194,0,139,3717,999,-1,433,-11,-57,803,1397,0,1422
"2024-10-12",33,24776,"A",25353,23055,3191,6622,2820,17194,0,76,3923,999,-1,836,68,45,953,1397,0,1422
"2024-10-12",34,25644,"A",26159,23848,3292,6622,1904,17194,0,14,3952,999,-1,854,144,8,958,1397,0,1422
"2024-10-12",35,28058,"A",28572,26148,3368,6622,941,17194,0,13,4372,999,-1,1028,50,61,998,1397,0,1422
"2024-10-12",36,29479,"A",30021,27581,3443,6622,237,17194,0,12,4688,999,-1,1034,-15,-14,999,1397,0,1421
"2024-10-12",37,29523,"A",30315,27554,3550,6622,3,17194,0,7,3503,999,-1,1045,-144,-140,999,1397,0,1422
"2024-10-12",38,30013,"A",31101,28046,3657,6622,0,17194,0,2,3280,999,-1,1045,-293,-292,999,1397,0,1422
"2024-10-12",39,30027,"A",31410,28108,3724,6622,0,17194,0,10,3429,998,-1,1042,-429,-443,999,1397,0,1422
"2024-10-12",40,29694,"A",31188,27883,3791,6622,0,17194,0,12,3625,998,-1,1043,-452,-529,999,1397,0,1422
"2024-10-12",41,28638,"A",30134,26930,3826,6622,0,17194,0,15,4097,998,-1,1039,-451,-529,999,1397,0,1422
"2024-10-12",42,27620,"A",29520,26101,3861,6622,0,17194,0,417,4568,993,-1,1038,-451,-531,999,1397,0,1419
"2024-10-12",43,26032,"A",28358,24694,3849,6622,0,17194,0,844,4388,620,-1,990,-451,-530,837,1397,0,1286
"2024-10-12",44,25058,"A",27404,23694,3836,6622,0,17194,0,864,4084,598,-1,978,-451,-530,831,1377,0,1268
"2024-10-12",45,23914,"A",26256,22556,3747,6622,0,17194,0,860,4006,403,-1,707,-451,-530,615,1123,0,955
"2024-10-12",46,22919,"A",25264,21568,3658,6622,0,17194,0,863,3798,392,-1,652,-451,-530,603,1062,0,926
"2024-10-12",47,21232,"A",23989,20011,3577,6622,0,17194,0,811,3657,169,-1,-464,-451,-530,146,689,0,650
"2024-10-12",48,20736,"A",23536,19429,3495,6622,0,17194,0,849,3476,158,-1,-535,-385,-530,127,613,0,631
"2024-10-13",1,20263,"A",22780,18944,3368,6622,0,17194,0,859,3554,8,-1,-297,-331,-529,464,240,0,624
"2024-10-13",2,19745,"A",22232,18489,3240,6622,0,17194,0,848,3277,2,-1,-275,-332,-531,477,187,0,624
"2024-10-13",3,19801,"A",22202,18545,3108,6622,0,17194,0,843,3146,311,-1,-195,-332,-530,500,102,0,651
"2024-10-13",4,20019,"A",22407,18721,2975,6622,0,17194,0,833,3054,332,-1,-191,-332,-531,502,101,0,656
"2024-10-13",5,20042,"A",22483,18703,2831,6622,0,17194,0,829,2589,455,-1,-248,-332,-531,750,220,0,790
"2024-10-13",6,19730,"A",22183,18282,2687,6622,0,17194,0,842,2289,457,-1,-248,-332,-530,759,247,0,800
"2024-10-13",7,19177,"A",21561,17808,2544,6622,0,17194,0,834,2264,190,-1,-186,-332,-531,595,411,0,800
"2024-10-13",8,19352,"A",21736,17910,2400,6622,0,17194,0,836,2283,179,-1,-185,-332,-530,589,452,0,792
"2024-10-13",9,19252,"A",21719,17761,2203,6622,0,17194,0,836,2131,412,-1,-268,-332,-530,790,723,0,502
"2024-10-13",10,19091,"A",21547,17557,2006,6622,0,17194,0,829,1706,424,-1,-264,-332,-530,797,786,0,479
"2024-10-13",11,19117,"A",21290,17534,1873,6622,0,17194,0,810,1122,380,-1,94,-332,-530,721,1159,0,411
"2024-10-13",12,19194,"A",21359,17568,1739,6622,0,17194,0,802,1275,388,-1,103,-332,-530,719,1219,0,421
"2024-10-13",13,20342,"A",22519,18565,1608,6622,0,17194,0,814,1037,855,-1,707,-332,-530,989,1378,0,950
"2024-10-13",14,21003,"A",23122,19160,1476,6622,0,17194,0,755,1115,884,-1,804,-332,-531,999,1398,0,987
"2024-10-13",15,22340,"A",23954,20365,1310,6622,61,17194,0,250,1503,994,-1,1033,-332,-531,999,1399,0,987
"2024-10-13",16,23247,"A",24696,21185,1144,6622,70,17194,0,19,1122,999,-1,1054,-398,-531,999,1397,0,987
"2024-10-13",17,24905,"A",26551,22682,1024,6622,567,17194,0,179,1122,999,-1,1047,-452,-514,999,1397,0,990
"2024-10-13",18,25667,"A",27317,23372,903,6622,1179,17194,0,200,972,999,-1,1053,-452,-497,999,1397,0,991
"2024-10-13",19,26981,"A",28479,24512,837,6622,1493,17194,0,14,617,999,-1,1054,-452,-531,1018,1397,0,991
"2024-10-13",20,27678,"A",29161,25121,770,6622,1904,17194,0,10,228,999,-1,1054,-452,-520,1019,1397,0,991
"2024-10-13",21,27682,"A",29114,25071,695,6622,2378,17194,0,10,-62,999,-1,1053,-452,-469,1019,1397,0,991
"2024-10-13",22,27818,"A",29186,25201,620,6622,2792,17194,0,13,-66,999,-1,1053,-452,-402,1019,1397,0,990
"2024-10-13",23,28024,"A",29380,25385,556,6622,3695,17194,0,15,-260,999,-1,1048,-452,-388,1019,1397,0,990
"2024-10-13",24,27744,"A",29204,25072,491,6622,4512,17194,0,15,-520,999,-1,1049,-452,-492,1019,1397,0,991
"2024-10-13",25,28083,"A",29423,25442,447,6622,4745,17194,0,15,-513,999,-1,1052,-452,-372,1019,1397,0,990
"2024-10-13",26,28419,"A",29649,25746,403,6622,4328,17194,0,15,-467,999,-1,1051,-452,-262,1019,1397,0,991
"2024-10-13",27,28485,"A",29558,25781,384,6622,4211,17194,0,15,-476,999,-1,1047,-444,-113,1019,1397,0,987
"2024-10-13",28,28519,"A",29500,25827,365,6622,3577,17194,0,15,-578,999,-1,1052,-439,-26,1019,1397,0,987
"2024-10-13",29,28592,"A",29427,25893,358,6622,3253,17194,0,15,-383,999,-1,1047,-319,0,1000,1397,0,987
"2024-10-13",30,28493,"A",29291,25799,351,6622,2673,17194,0,15,-249,999,-1,1048,-282,0,999,1397,0,987
"2024-10-13",31,28824,"A",29596,26069,354,6622,2120,17194,0,18,70,999,-1,1035,-253,0,999,1397,0,987
"2024-10-13",32,29885,"A",30753,27060,357,6622,1572,17194,0,13,18,999,-1,1031,-354,0,999,1397,0,987
"2024-10-13",33,30990,"A",31957,28085,370,6622,1060,17194,0,7,-82,999,-1,561,-425,-34,999,1398,0,987
"2024-10-13",34,32348,"A",33154,29302,383,6622,627,17194,0,4,486,999,-1,542,-301,0,999,1397,0,987
"2024-10-13",35,33561,"A",34406,30395,424,6622,266,17194,0,0,525,999,-1,1015,-344,0,999,1397,0,987
"2024-10-13",36,34377,"A",35230,31184,464,6622,38,17194,0,0,645,999,-1,1027,-352,0,999,1398,0,998
"2024-10-13",37,34638,"A",35510,31506,499,6622,0,17194,0,0,855,999,-1,349,-371,0,999,1398,0,1398
"2024-10-13",38,34462,"A",35409,31328,534,6622,0,17194,0,0,756,999,-1,303,-446,0,999,1397,0,1424
"2024-10-13",39,33987,"A",34933,30906,583,6622,0,17194,0,0,713,1000,-1,660,-444,-1,999,1397,0,1361
"2024-10-13",40,32967,"A",33995,29998,631,6622,0,17194,0,6,541,999,-1,719,-452,-69,999,1397,0,1357
"2024-10-13",41,32213,"A",33174,29314,696,6622,0,17194,0,8,364,999,-1,1027,-420,-32,999,1397,0,1404
"2024-10-13",42,31050,"A",32164,28252,760,6622,0,17194,0,11,304,1000,-1,1029,-452,-150,999,1397,0,1410
"2024-10-13",43,30045,"A",31136,27367,835,6622,0,17194,0,11,539,1000,-1,955,-450,-129,999,1397,0,1421
"2024-10-13",44,28659,"A",29843,26135,910,6622,0,17194,0,11,823,999,-1,944,-437,-235,999,1397,0,1422
"2024-10-13",45,26764,"A",27808,24369,971,6622,0,17194,0,11,1055,999,-1,673,-342,-190,999,1397,0,1422
"2024-10-13",46,25206,"A",26335,22962,1031,6622,0,17194,0,11,1380,999,-1,672,-309,-308,999,1397,0,1412
"2024-10-13",47,23743,"A",24808,21588,1072,6622,0,17194,0,14,1792,999,-1,859,-227,-323,999,1397,0,1017
"2024-10-13",48,22716,"A",23575,20682,1112,6622,0,17194,0,14,2145,999,-1,865,-172,-172,999,1397,0,989
"2024-10-14",1,22128,"A",23115,20130,1124,6622,0,17196,0,205,2321,999,-1,823,-126,-155,999,1397,0,989
"2024-10-14",2,21829,"A",23059,19857,1135,6622,0,17196,0,297,2261,1000,-1,822,-126,-306,999,1397,0,989
"2024-10-14",3,21567,"A",23186,19662,1130,6622,0,17196,0,537,2196,999,-1,953,-125,-456,999,1397,0,989
"2024-10-14",4,21729,"A",23410,19894,1125,6622,0,17196,0,558,2344,999,-1,960,-124,-498,999,1397,0,989
"2024-10-14",5,21805,"A",23525,19962,1114,6622,0,17196,0,564,2336,999,-1,875,-125,-530,999,1397,0,989
"2024-10-14",6,21382,"A",23218,19543,1102,6622,0,17196,0,680,2382,999,-1,875,-125,-530,999,1394,0,998
"2024-10-14",7,21252,"A",23240,19424,1083,6622,0,17196,0,832,2116,999,-1,1029,-124,-531,999,1351,0,1316
"2024-10-14",8,20826,"A",22809,19000,1063,6622,0,17196,0,826,1885,999,-1,1035,-125,-531,999,1316,0,1341
"2024-10-14",9,20623,"A",22605,18821,1079,6622,0,17196,0,826,2028,999,-1,916,-124,-531,999,942,0,1416
"2024-10-14",10,20793,"A",22776,18924,1095,6622,0,17196,0,826,1787,997,-1,907,-125,-531,999,866,0,1417
"2024-10-14",11,21114,"A",23081,19248,1074,6622,0,17196,0,811,2111,871,-1,440,-125,-530,971,492,0,1247
"2024-10-14",12,22293,"A",24109,20344,1052,6622,0,17196,0,659,1979,866,-1,402,-125,-531,924,434,0,1225
"2024-10-14",13,24858,"A",27147,22754,1031,6622,0,17196,0,45,1880,945,-1,-817,-195,-530,-201,27,0,834
"2024-10-14",14,27427,"A",30134,25170,1010,6622,0,17196,0,9,1508,950,-1,-1035,-346,-531,-285,0,0,806
"2024-10-14",15,30465,"A",32448,27886,971,6622,0,17196,0,9,1240,951,-1,-555,-449,-469,283,0,0,752
"2024-10-14",16,32059,"A",34046,29425,931,6622,3,17196,0,5,1510,951,-1,-503,-452,-526,317,0,0,765
"2024-10-14",17,33709,"A",35201,30796,917,6622,168,17196,0,9,983,997,-1,529,-451,-531,875,0,0,1380
"2024-10-14",18,34319,"A",35812,31292,902,6622,584,17196,0,10,875,999,-1,619,-451,-531,902,0,0,1422
"2024-10-14",19,34628,"A",36117,31576,877,6622,1133,17196,0,5,983,999,-1,552,-452,-531,1015,0,0,1422
"2024-10-14",20,34356,"A",35846,31303,851,6622,1700,17196,0,6,815,999,-1,552,-452,-531,1019,0,0,1422
"2024-10-14",21,34135,"A",35626,31078,855,6622,2356,17196,0,7,769,999,-1,651,-452,-531,1019,0,0,1422
"2024-10-14",22,33526,"A",35019,30530,858,6622,2944,17196,0,9,752,999,-1,654,-452,-531,1019,0,0,1422
"2024-10-14",23,33277,"A",34769,30358,854,6622,3461,17196,0,8,644,999,-1,796,-452,-531,993,0,0,1402
"2024-10-14",24,32912,"A",34401,30095,849,6622,3819,17196,0,6,664,999,-1,806,-451,-531,992,0,0,1390
"2024-10-14",25,32910,"A",34401,30081,845,6622,4089,17196,0,7,705,999,-1,1042,-452,-531,1018,0,0,1017
"2024-10-14",26,32492,"A",33983,29694,841,6622,4338,17196,0,7,753,999,-1,1052,-452,-531,1019,0,0,991
"2024-10-14",27,32432,"A",33922,29608,825,6622,4049,17196,0,7,775,999,-1,1040,-451,-531,1019,0,0,991
"2024-10-14",28,32230,"A",33718,29500,808,6622,3713,17196,0,5,841,999,-1,1040,-451,-531,1019,0,0,987
"2024-10-14",29,32084,"A",33574,29386,793,6622,3275,17196,0,6,788,999,-1,900,-452,-531,1000,0,0,987
"2024-10-14",30,32165,"A",33655,29501,777,6622,2822,17196,0,7,922,999,-1,895,-451,-531,999,0,0,986
"2024-10-14",31,32072,"A",33560,29428,763,6622,2517,17196,0,5,1143,999,-1,691,-451,-531,999,0,0,960
"2024-10-14",32,32921,"A",34409,30259,748,6622,1950,17196,0,5,1266,999,-1,683,-451,-531,999,0,0,958
"2024-10-14",33,33260,"A",34720,30533,731,6622,1378,17196,0,0,1703,1000,-1,910,-428,-531,997,0,0,984
"2024-10-14",34,34171,"A",35467,31361,713,6622,868,17196,0,0,1863,1000,-1,919,-292,-503,997,0,0,987
"2024-10-14",35,34988,"A",36005,31999,740,6622,385,17196,0,10,1840,999,-1,882,-142,-364,999,0,0,987
"2024-10-14",36,35617,"A",36387,32574,766,6622,64,17196,0,1,2021,1000,-1,880,-55,-213,999,0,0,987
"2024-10-14",37,36066,"A",36771,33041,804,6622,0,17196,0,2,2125,999,-1,693,-55,-147,999,0,0,987
"2024-10-14",38,36537,"A",37205,33417,842,6622,0,17196,0,4,2176,999,-1,691,-55,-108,999,0,0,987
"2024-10-14",39,36238,"A",37073,33094,878,6622,0,17196,0,2,2071,1000,-1,856,-81,-251,997,0,0,987
"2024-10-14",40,35509,"A",36634,32500,913,6622,0,17196,0,3,1986,999,-1,844,-220,-401,997,0,0,986
"2024-10-14",41,34754,"A",36111,31796,951,6622,0,17196,0,9,1484,999,-1,440,-326,-521,980,0,0,963
"2024-10-14",42,33363,"A",34815,30524,989,6622,0,17196,0,14,1339,999,-1,442,-440,-497,979,0,0,955
"2024-10-14",43,31978,"A",33293,29293,1031,6622,0,17196,0,12,1615,999,-1,864,-447,-355,760,0,0,831
"2024-10-14",44,30353,"A",31678,27800,1073,6622,0,17196,0,12,1961,999,-1,883,-450,-362,752,0,0,824
"2024-10-14",45,28202,"A",29571,25772,1123,6622,0,17196,0,12,1810,999,-1,763,-450,-406,723,0,0,864
"2024-10-14",46,26306,"A",27617,24001,1173,6622,0,17196,0,15,2022,999,-1,763,-450,-345,723,0,0,870
"2024-10-14",47,24236,"A",25552,22119,1207,6622,0,17196,0,194,1985,999,-1,1026,-382,-239,989,0,0,979
"2024-10-14",48,23246,"A",24201,21237,1241,6622,0,17196,0,14,2010,999,-1,1037,-354,-86,999,0,0,986
"2024-10-15",1,22715,"A",23515,20754,1275,6622,0,17194,0,14,1952,999,-1,1037,-285,0,999,0,0,986
"2024-10-15",2,22458,"A",23114,20507,1309,6622,0,17194,0,15,1975,999,-1,1037,-140,0,999,0,0,985
"2024-10-15",3,22379,"A",23268,20429,1312,6622,0,17194,0,273,1952,999,-1,1021,-99,-16,999,0,0,922
"2024-10-15",4,22494,"A",23399,20657,1315,6622,0,17194,0,305,2152,999,-1,1018,-99,0,999,0,0,918
"2024-10-15",5,22470,"A",23416,20624,1306,6622,0,17194,0,339,2432,999,-1,994,-99,-7,999,0,0,981
"2024-10-15",6,22014,"A",23193,20165,1297,6622,0,17194,0,579,2491,998,-1,992,-99,0,999,0,0,981
"2024-10-15",7,21593,"A",22809,19767,1292,6622,0,17194,0,576,2529,999,-1,904,-99,-40,999,0,0,764
"2024-10-15",8,21463,"A",22790,19627,1287,6622,0,17194,0,576,2588,999,-1,876,-99,-151,999,0,0,728
"2024-10-15",9,21036,"A",22305,19316,1322,6622,0,17194,0,579,2804,999,-1,154,-99,-63,962,0,0,-27
"2024-10-15",10,20991,"A",22284,19296,1356,6622,0,17194,0,466,2967,999,-1,129,-99,-123,961,0,0,-104
"2024-10-15",11,21303,"A",23923,19582,1351,6622,0,17194,0,485,3121,999,-1,-580,-99,-24,951,0,0,-931
"2024-10-15",12,22289,"A",25143,20505,1345,6622,0,17194,0,568,3153,999,-1,-697,-99,0,874,0,0,-989
"2024-10-15",13,24682,"A",27959,22671,1375,6622,0,17194,0,59,3318,1002,-1,-1045,-99,0,-483,0,0,-1090
"2024-10-15",14,27051,"A",30305,24870,1404,6622,0,17194,0,13,3526,1002,-1,-1046,-25,0,-575,0,0,-1094
"2024-10-15",15,30005,"A",32149,27634,1474,6622,0,17194,0,5,3704,1000,-1,-727,15,0,482,0,0,-911
"2024-10-15",16,31059,"A",33184,28617,1543,6622,1,17194,0,9,3522,1000,-1,-640,-68,-14,560,0,0,-893
"2024-10-15",17,32618,"A",34274,29989,1624,6622,48,17194,0,8,3032,1000,-1,309,-220,-116,541,0,0,-811
"2024-10-15",18,33236,"A",34845,30496,1705,6622,210,17194,0,11,2737,1000,-1,352,-371,-28,544,0,0,-698
"2024-10-15",19,34331,"A",35289,31445,1793,6622,451,17194,0,7,2542,999,-1,952,-450,0,999,0,0,811
"2024-10-15",20,34074,"A",35020,31206,1881,6622,738,17194,0,7,2350,999,-1,983,-438,0,1019,0,0,978
"2024-10-15",21,33650,"A",34652,30814,2024,6622,1046,17194,0,3,1976,999,-1,1040,-451,-47,1019,0,0,988
"2024-10-15",22,33402,"A",34346,30659,2167,6622,1275,17194,0,7,2192,999,-1,1043,-433,-3,1019,0,0,989
"2024-10-15",23,33208,"A",34020,30560,2285,6622,1403,17194,0,7,2785,999,-1,1057,-304,0,1019,0,0,989
"2024-10-15",24,33015,"A",33719,30461,2403,6622,1697,17194,0,8,3126,999,-1,1057,-195,0,1019,0,0,989
"2024-10-15",25,33099,"A",33724,30515,2451,6622,1974,17194,0,7,3254,999,-1,1049,-117,0,1019,0,0,989
"2024-10-15",26,32969,"A",33563,30370,2499,6622,2005,17194,0,6,3209,999,-1,1049,-87,0,1019,0,0,989
"2024-10-15",27,32753,"A",33404,30164,2507,6622,2087,17194,0,8,3230,999,-1,1045,-142,0,1019,0,0,989
"2024-10-15",28,32119,"A",32800,29601,2514,6622,2045,17194,0,7,3264,999,-1,1046,-173,0,1019,0,0,987
"2024-10-15",29,31831,"A",32523,29399,2517,6622,1828,17194,0,8,3387,999,-1,1043,-183,0,1000,0,0,921
"2024-10-15",30,31615,"A",32275,29123,2519,6622,1784,17194,0,8,3374,999,-1,1039,-151,0,999,0,0,900
"2024-10-15",31,31261,"A",31788,28820,2510,6622,1766,17194,0,6,3559,999,-1,518,-20,0,998,0,0,325
